sample,group1,group2,GC,PQ,NOU,CH,N,GH,FJ,MP,EP,KT,NT,M,IM,EG,HJ,UW,NU,IQ,K,O,all,FL,DKT,CO,CP,T,P,BQ,CI,OT,FG,C,FP,OU,H,MU,A,F,G,E,I,BK,EQ,Z,DJ,V,DTZ,S,Q,L,GM,FH,B,KO,J,U,DZ,NPTU,D
GCA_008421955.1,host,homo,55.9,0,0.000513611,0,0.000513611,0,0.000513611,0,0,0,0,0.080636877,0.001540832,0.000513611,0,0,0.001540832,0.001540832,0.03030303,0.033898305,0.000513611,0,0,0,0,0.01540832,0.053929122,0,0,0,0.000513611,0.04519774,0.000513611,0,0.041088855,0.005136107,0,0.021058038,0.059578839,0.073446328,0.022085259,0,0,0,0,0.019517206,0,0.336414997,0.00719055,0.0529019,0.001027221,0,0,0.000513611,0.070364664,0.014381099,0,0,0.00770416
GCA_008421965.1,host,homo,55.8,0,0.000511509,0,0.000511509,0,0.000511509,0,0,0,0,0.081329923,0.000511509,0.000511509,0,0,0.001534527,0.001534527,0.030690537,0.033759591,0.000511509,0,0,0,0,0.015345269,0.053196931,0,0,0,0.000511509,0.045524297,0.000511509,0,0.040920716,0.005626598,0,0.023529412,0.059846547,0.07314578,0.020971867,0,0,0,0,0.01943734,0,0.335549872,0.007161125,0.054731458,0.001023018,0,0,0.000511509,0.069053708,0.014322251,0,0,0.007161125
GCA_008421985.1,host,homo,55.9,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.082946935,0.000515198,0.000515198,0,0,0.001545595,0.001545595,0.029881504,0.033487893,0.000515198,0,0,0,0,0.015455951,0.055126224,0,0,0,0.000515198,0.045852653,0.000515198,0,0.039155075,0.005151984,0,0.024214323,0.060793405,0.073158166,0.021638331,0,0,0,0,0.019577537,0,0.333333333,0.006697579,0.053580629,0.001030397,0,0,0.000515198,0.069551777,0.013910355,0,0,0.007727975
GCA_008422015.1,host,homo,55.9,0,0.000514668,0,0.000514668,0,0.000514668,0,0,0,0,0.08131755,0.000514668,0.000514668,0,0,0.001544004,0.001544004,0.029336078,0.033968091,0.000514668,0,0,0,0,0.014410705,0.054554812,0,0,0,0.000514668,0.045805455,0.000514668,0,0.042717447,0.00514668,0,0.02367473,0.059701493,0.074112198,0.021616058,0,0,0,0,0.019557385,0,0.331446217,0.007205353,0.054040144,0.001029336,0,0,0.000514668,0.070509521,0.014410705,0,0,0.007720021
GCA_008422045.1,host,homo,55.8,0,0.000513084,0,0.000513084,0,0.000513084,0,0,0,0,0.081067214,0.000513084,0.000513084,0,0,0.001539251,0.001539251,0.030271934,0.03386352,0.000513084,0,0,0,0,0.015392509,0.054899949,0,0,0,0.000513084,0.046177527,0.000513084,0,0.042585942,0.006157004,0,0.023088763,0.058491534,0.073884043,0.022062596,0,0,0,0,0.018471011,0,0.332991278,0.007183171,0.054899949,0.001026167,0,0,0.000513084,0.06926629,0.013340174,0,0,0.007183171
GCA_008422065.1,host,homo,55.8,0,0.000514933,0,0.000514933,0,0.000514933,0,0,0,0,0.081359423,0.001544799,0.000514933,0,0,0.001544799,0.001029866,0.029351184,0.033985582,0.000514933,0,0,0,0,0.015447992,0.053553038,0,0,0,0.000514933,0.046343975,0.000514933,0,0.041194645,0.005664264,0,0.024201854,0.059732235,0.073635427,0.022142122,0,0,0,0,0.01853759,0,0.332131823,0.007209063,0.055097837,0.001029866,0,0,0.000514933,0.069515963,0.014418126,0,0,0.007209063
GCA_008422075.1,host,homo,55.9,0,0.000515464,0,0.000515464,0,0.000515464,0,0,0,0,0.081443299,0.001546392,0.000515464,0,0,0.001546392,0.001546392,0.030927835,0.033505155,0.000515464,0,0,0,0,0.015463918,0.055154639,0,0,0,0.000515464,0.045360825,0.000515464,0,0.039690722,0.005670103,0,0.024226804,0.060309278,0.074226804,0.021134021,0,0,0,0,0.019587629,0,0.330927835,0.007216495,0.053608247,0.001030928,0,0,0.000515464,0.070103093,0.013917526,0,0,0.007731959
GCA_008422085.1,host,homo,55.8,0,0.000515464,0,0.001030928,0,0.000515464,0,0,0,0,0.081958763,0.000515464,0.000515464,0,0,0.001546392,0.001546392,0.030412371,0.033505155,0.000515464,0,0,0,0,0.015463918,0.053608247,0,0,0,0.000515464,0.046907216,0.000515464,0,0.041752577,0.004639175,0,0.02371134,0.058762887,0.073195876,0.022164948,0,0,0,0,0.019587629,0,0.331443299,0.007216495,0.054123711,0.001030928,0,0,0.000515464,0.070618557,0.013917526,0,0,0.007731959
GCA_008422125.1,host,homo,55.9,0,0.000515996,0,0.000515996,0,0.000515996,0,0,0,0,0.08255934,0.000515996,0.000515996,0,0,0.001547988,0.001547988,0.029927761,0.033539732,0.000515996,0,0,0,0,0.015479876,0.054695562,0,0,0,0.000515996,0.046439628,0.000515996,0,0.040763674,0.004643963,0,0.023219814,0.059855521,0.07378741,0.022187822,0,0,0,0,0.019607843,0,0.329205366,0.006707946,0.054179567,0.001031992,0,0,0.000515996,0.072239422,0.014447884,0,0,0.007739938
GCA_008422135.1,host,homo,55.8,0,0,0,0.000512558,0,0.000512558,0,0,0,0,0.079446438,0.000512558,0,0,0,0.001537673,0.001537673,0.029728344,0.033316248,0.000512558,0,0,0,0,0.01537673,0.054331112,0,0,0,0.000512558,0.04613019,0.000512558,0,0.042542286,0.005638134,0,0.023065095,0.060481804,0.072783188,0.020502307,0,0,0,0,0.018964634,0,0.336750384,0.007175807,0.054331112,0.000512558,0,0,0.000512558,0.071245515,0.013839057,0,0,0.007175807
GCA_008422165.1,host,homo,55.9,0,0.000518672,0,0.001037344,0,0.000518672,0,0,0,0,0.081431535,0,0.000518672,0,0,0.001556017,0.001037344,0.030082988,0.034232365,0.000518672,0,0,0,0,0.015560166,0.053941909,0,0,0,0.000518672,0.045643154,0.000518672,0,0.042012448,0.005705394,0,0.024377593,0.060165975,0.074688797,0.020228216,0,0,0,0,0.019190871,0,0.331431535,0.007261411,0.052904564,0.001037344,0,0,0.000518672,0.072095436,0.013485477,0,0,0.007261411
GCA_008422185.1,host,homo,55.9,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.080886141,0.000515198,0.000515198,0,0,0.001545595,0.001545595,0.030396703,0.031942298,0.000515198,0,0,0,0,0.014940752,0.054095827,0,0,0,0.000515198,0.045852653,0.000515198,0,0.042246265,0.005151984,0,0.024214323,0.060278207,0.074703761,0.021123132,0,0,0,0,0.019577537,0,0.331787738,0.006697579,0.054095827,0.001030397,0,0,0.000515198,0.071612571,0.014425554,0,0,0.007212777
GCA_008422195.1,host,homo,55.8,0,0.000512558,0,0.000512558,0,0.000512558,0,0,0,0,0.082521784,0.000512558,0.000512558,0,0,0.001537673,0.001537673,0.03075346,0.032291133,0.000512558,0,0,0,0,0.01537673,0.05484367,0,0,0,0.000512558,0.045105074,0.000512558,0,0.041517171,0.005125577,0,0.023065095,0.058431574,0.072783188,0.021014864,0,0,0,0,0.019477191,0,0.332649923,0.007175807,0.056381343,0.001025115,0,0,0.000512558,0.071245515,0.014351615,0,0,0.007175807
GCA_008422225.1,host,homo,55.9,0,0.000514933,0,0.000514933,0,0.000514933,0,0,0,0,0.08084449,0.000514933,0.000514933,0,0,0.001029866,0.001544799,0.029351184,0.033985582,0.000514933,0,0,0,0,0.015447992,0.054582904,0,0,0,0.000514933,0.046343975,0.000514933,0,0.042224511,0.005149331,0,0.024201854,0.059217302,0.073120494,0.022142122,0,0,0,0,0.019052523,0,0.332646756,0.007209063,0.054067971,0.001029866,0,0,0.000514933,0.070030896,0.014418126,0,0,0.007723996
GCA_008422235.1,host,homo,55.9,0,0.000514933,0,0.000514933,0,0.000514933,0,0,0,0,0.082904222,0.000514933,0.000514933,0,0,0.001544799,0.001544799,0.03038105,0.033470649,0.000514933,0,0,0,0,0.015447992,0.053038105,0,0,0,0.000514933,0.046343975,0.000514933,0,0.041194645,0.004634398,0,0.023171988,0.060247168,0.073120494,0.021627188,0,0,0,0,0.019052523,0,0.334706488,0.007209063,0.053553038,0.001029866,0,0,0.000514933,0.070545829,0.01338826,0,0,0.007209063
GCA_008422255.1,host,homo,55.9,0,0.000515464,0,0.000515464,0,0.000515464,0,0,0,0,0.082989691,0.001546392,0.000515464,0,0,0.001546392,0.001546392,0.030412371,0.034020619,0.000515464,0,0,0,0,0.014948454,0.054639175,0,0,0,0.000515464,0.044845361,0.000515464,0,0.040721649,0.005154639,0,0.024226804,0.059793814,0.072680412,0.022164948,0,0,0,0,0.019072165,0,0.330412371,0.006701031,0.055154639,0.001030928,0,0,0.000515464,0.070618557,0.013917526,0,0,0.007731959
GCA_008422275.1,host,homo,55.9,0,0.000523013,0,0.001046025,0,0.000523013,0,0,0,0,0.080543933,0.001569038,0.000523013,0,0,0.001569038,0.001569038,0.031380753,0.033472803,0.000523013,0,0,0,0,0.015690377,0.056485356,0,0,0,0.000523013,0.046548117,0.000523013,0,0.041841004,0.005230126,0,0.02458159,0.058054393,0.074790795,0.02248954,0,0,0,0,0.018305439,0,0.327405858,0.007322176,0.05334728,0.001046025,0,0,0.000523013,0.069560669,0.014644351,0,0,0.007845188
GCA_008422295.1,host,homo,55.9,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.079855744,0.000515198,0.000515198,0,0,0.001545595,0.001545595,0.029881504,0.034003091,0.000515198,0,0,0,0,0.014940752,0.055126224,0,0,0,0.000515198,0.046367852,0.000515198,0,0.042246265,0.004636785,0,0.022153529,0.060278207,0.072127769,0.022153529,0,0,0,0,0.019062339,0,0.334878928,0.007212777,0.053580629,0.001030397,0,0,0.000515198,0.070582174,0.014425554,0,0,0.007727975
GCA_008422325.1,host,homo,55.9,0,0.000514933,0,0.001029866,0,0.000514933,0,0,0,0,0.082389289,0.000514933,0.000514933,0,0,0.001544799,0.001544799,0.028836251,0.031410917,0.000514933,0,0,0,0,0.015447992,0.054582904,0,0,0,0.000514933,0.046858908,0.000514933,0,0.042739444,0.005664264,0,0.022657055,0.059217302,0.074665294,0.022142122,0,0,0,0,0.019052523,0,0.335221421,0.007209063,0.054067971,0.001029866,0,0,0.000514933,0.069515963,0.01338826,0,0,0.005664264
GCA_008422335.1,host,homo,55.8,0,0.000514668,0,0.000514668,0,0.000514668,0,0,0,0,0.081832218,0.001544004,0.000514668,0,0,0.001544004,0.001544004,0.030365414,0.034482759,0.000514668,0,0,0,0,0.015440041,0.053525476,0,0,0,0.000514668,0.046834792,0.000514668,0,0.042202779,0.005661348,0,0.023160062,0.060730829,0.073082862,0.02110139,0,0,0,0,0.019042717,0,0.330931549,0.007205353,0.054040144,0.001029336,0,0,0.000514668,0.068450849,0.014410705,0,0,0.007720021
GCA_008422355.1,host,homo,55.9,0,0.000517331,0,0.000517331,0,0.000517331,0,0,0,0,0.082772892,0.001551992,0.000517331,0,0,0.001551992,0.001551992,0.030522504,0.034143818,0.000517331,0,0,0,0,0.015002587,0.054837041,0,0,0,0.000517331,0.047077082,0.000517331,0,0.041903777,0.005173306,0,0.023797206,0.059493016,0.073978272,0.021727884,0,0,0,0,0.019141231,0,0.327470253,0.007242628,0.053285049,0.001034661,0,0,0.000517331,0.070356958,0.014485256,0,0,0.007759959
GCA_008422375.1,host,homo,55.8,0,0.00051573,0,0.00051573,0,0.00051573,0,0,0,0,0.079422383,0.00051573,0.00051573,0,0,0.001547189,0.001547189,0.029912326,0.034553894,0.00051573,0,0,0,0,0.015471893,0.054667354,0,0,0,0.00051573,0.045899948,0.00051573,0,0.039195462,0.005673027,0,0.023723569,0.060340382,0.073749355,0.02166065,0,0,0,0,0.019597731,0,0.332129964,0.006704487,0.055698814,0.00103146,0,0,0.00051573,0.071170707,0.014440433,0,0,0.007220217
GCA_008422405.1,host,homo,55.8,0,0.000516262,0,0.000516262,0,0.000516262,0,0,0,0,0.081053175,0.001548787,0.000516262,0,0,0.001548787,0.001548787,0.030975736,0.033040785,0.000516262,0,0,0,0,0.015487868,0.053691275,0,0,0,0.000516262,0.045431079,0.000516262,0,0.042849768,0.005678885,0,0.024264326,0.058853898,0.071760454,0.02065049,0,0,0,0,0.019617966,0,0.332472896,0.006195147,0.055240062,0.001032525,0,0,0.000516262,0.07072793,0.014455343,0,0,0.007743934
GCA_008422415.1,host,homo,55.9,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.082431736,0.000515198,0.000515198,0,0,0.001545595,0.001545595,0.030396703,0.032972694,0.000515198,0,0,0,0,0.015455951,0.054095827,0,0,0,0.000515198,0.044307058,0.000515198,0,0.041215868,0.005667182,0,0.024214323,0.060278207,0.074703761,0.021638331,0,0,0,0,0.019062339,0,0.332302937,0.006697579,0.054611025,0.001030397,0,0,0.000515198,0.069551777,0.013910355,0,0,0.007727975
GCA_008422425.1,host,homo,55.9,0,0.000516262,0,0.000516262,0,0.000516262,0,0,0,0,0.082601962,0.000516262,0.000516262,0,0,0.001548787,0.001548787,0.029943211,0.033557047,0.000516262,0,0,0,0,0.015487868,0.0547238,0,0,0,0.000516262,0.045947341,0.000516262,0,0.041300981,0.005162623,0,0.023748064,0.059886422,0.072792979,0.022199277,0,0,0,0,0.019617966,0,0.330407847,0.007227672,0.055240062,0.001032525,0,0,0.000516262,0.069179143,0.014455343,0,0,0.007743934
GCA_008422465.1,host,homo,55.8,0,0.000513084,0,0.001026167,0,0.000513084,0,0,0,0,0.081067214,0.001539251,0.000513084,0,0,0.001539251,0.001539251,0.028732683,0.03386352,0.000513084,0,0,0,0,0.014879425,0.053873781,0,0,0,0.000513084,0.044125192,0.000513084,0,0.040533607,0.00564392,0,0.024628014,0.060543869,0.073884043,0.022062596,0,0,0,0,0.019497178,0,0.335043612,0.006670087,0.053873781,0.001026167,0,0,0.000513084,0.070292458,0.013340174,0,0,0.007183171
GCA_008422475.1,host,homo,55.9,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.079855744,0.000515198,0.000515198,0,0,0.001545595,0.001545595,0.029366306,0.034003091,0.000515198,0,0,0,0,0.014940752,0.055641422,0,0,0,0.000515198,0.04688305,0,0,0.041731066,0.004636785,0,0.022668727,0.060793405,0.074703761,0.021638331,0,0,0,0,0.019577537,0,0.329726945,0.007212777,0.055126224,0.001030397,0,0,0.000515198,0.071097372,0.014425554,0,0,0.007727975
GCA_008422485.1,host,homo,55.9,0,0.000516529,0,0.000516529,0,0.000516529,0,0,0,0,0.083161157,0.000516529,0.000516529,0,0,0.001549587,0.001549587,0.030475207,0.034090909,0.000516529,0,0,0,0,0.015495868,0.051652893,0,0,0,0.000516529,0.047004132,0.000516529,0,0.039772727,0.005165289,0,0.02427686,0.060433884,0.073347107,0.022210744,0,0,0,0,0.019628099,0,0.329545455,0.007231405,0.053719008,0.001033058,0,0,0.000516529,0.071797521,0.01446281,0,0,0.007747934
GCA_008422525.1,host,homo,55.8,0,0.000514403,0,0.000514403,0,0.000514403,0,0,0,0,0.083333333,0.000514403,0.000514403,0,0,0.00154321,0.00154321,0.029320988,0.033950617,0.000514403,0,0,0,0,0.014403292,0.054526749,0,0,0,0.000514403,0.045781893,0.000514403,0,0.041152263,0.005658436,0,0.022633745,0.059670782,0.074074074,0.021604938,0,0,0,0,0.019547325,0,0.330246914,0.007201646,0.055555556,0.000514403,0,0,0.000514403,0.072016461,0.013374486,0,0,0.007716049
GCA_008422545.1,host,homo,56,0,0.000518941,0,0.000518941,0,0.000518941,0,0,0,0,0.080954852,0.000518941,0.000518941,0,0,0.001556824,0.001556824,0.031136482,0.034769071,0.000518941,0,0,0,0,0.015568241,0.054488843,0,0,0,0.000518941,0.04566684,0.000518941,0,0.041515309,0.004151531,0,0.023871303,0.061754022,0.074208614,0.022314478,0,0,0,0,0.018162948,0,0.328489881,0.007265179,0.052413077,0.001037883,0,0,0.000518941,0.072132849,0.014530358,0,0,0.00778412
GCA_008422555.1,host,homo,55.8,0,0.000516262,0,0.000516262,0,0.000516262,0,0,0,0,0.083118224,0.000516262,0.000516262,0,0,0.001548787,0.001548787,0.030975736,0.034589572,0.000516262,0,0,0,0,0.015487868,0.053691275,0,0,0,0.000516262,0.046979866,0.000516262,0,0.040268456,0.005678885,0,0.022715539,0.058337636,0.072276717,0.022199277,0,0,0,0,0.019617966,0,0.332989158,0.007227672,0.053691275,0.000516262,0,0,0.000516262,0.070211668,0.013939081,0,0,0.007743934
GCA_008422585.1,host,homo,55.9,0,0.000514668,0,0.000514668,0,0.000514668,0,0,0,0,0.08131755,0.000514668,0.000514668,0,0,0.001544004,0.001544004,0.029850746,0.033968091,0.000514668,0,0,0,0,0.013896037,0.05506948,0,0,0,0.000514668,0.045805455,0.000514668,0,0.042717447,0.005661348,0,0.024189398,0.058157488,0.072568194,0.022130726,0,0,0,0,0.018013381,0,0.333504889,0.007205353,0.054040144,0.001029336,0,0,0.000514668,0.071024189,0.014410705,0,0,0.007720021
GCA_008422595.1,host,homo,55.8,0,0.000515198,0,0.000515198,0,0.000515198,0,0,0,0,0.079855744,0.001545595,0.000515198,0,0,0.001545595,0.001545595,0.030911901,0.034003091,0.000515198,0,0,0,0,0.013910355,0.055126224,0,0,0,0.000515198,0.046367852,0.000515198,0,0.041731066,0.005667182,0,0.022668727,0.060278207,0.073673364,0.022153529,0,0,0,0,0.019577537,0,0.333333333,0.007212777,0.052035033,0.001030397,0,0,0.000515198,0.070582174,0.013910355,0,0,0.007212777
GCA_008422615.1,host,homo,55.2,0,0.000531632,0,0.000531632,0,0.000531632,0.001063264,0,0,0,0.069112174,0.001063264,0.001063264,0,0.000531632,0.001594896,0.001594896,0.031366295,0.032961191,0.000531632,0,0,0,0,0.015417331,0.054758107,0,0,0,0.000531632,0.056353004,0.000531632,0,0.044125465,0.003189793,0,0.023391813,0.056353004,0.079213184,0.022328549,0,0,0,0,0.023923445,0,0.313131313,0.004784689,0.062732589,0.000531632,0,0.000531632,0.000531632,0.072833599,0.015948963,0,0,0.006379585
GCA_008422635.1,host,homo,55.1,0,0.000531632,0,0.000531632,0,0.000531632,0.001063264,0,0,0,0.070175439,0.001063264,0.001063264,0,0.000531632,0.001594896,0.001594896,0.03030303,0.033492823,0.000531632,0,0,0,0,0.015948963,0.056353004,0,0,0,0.000531632,0.056884636,0.000531632,0,0.043593833,0.002126528,0,0.023923445,0.056353004,0.080276449,0.023391813,0,0,0,0,0.022328549,0,0.311004785,0.004784689,0.062732589,0.000531632,0,0.000531632,0.000531632,0.072833599,0.014885699,0,0,0.006911217
GCA_008422665.1,host,homo,55.2,0,0.000532481,0,0.000532481,0,0.000532481,0.001064963,0,0,0,0.067625133,0.001064963,0.001064963,0,0.000532481,0.001597444,0.001597444,0.030351438,0.033013845,0.000532481,0,0,0,0,0.015974441,0.055378062,0,0,0,0.000532481,0.056443024,0.000532481,0,0.042598509,0.002129925,0,0.024494143,0.055910543,0.079872204,0.022364217,0,0,0,0,0.023961661,0,0.313099042,0.004792332,0.063365282,0.000532481,0,0.000532481,0.000532481,0.074014909,0.015974441,0,0,0.006922258
GCA_008422685.1,host,homo,55.1,0,0.000531915,0,0.000531915,0,0.000531915,0.00106383,0,0,0,0.069680851,0.00106383,0.00106383,0,0.000531915,0.001595745,0.001595745,0.030319149,0.031914894,0.000531915,0,0,0,0,0.015425532,0.055851064,0,0,0,0.000531915,0.055851064,0.000531915,0,0.043617021,0.002659574,0,0.02393617,0.056382979,0.080319149,0.023404255,0,0,0,0,0.02287234,0,0.312765957,0.004787234,0.062765957,0.000531915,0,0.000531915,0.000531915,0.07287234,0.015957447,0,0,0.006914894
GCA_008422695.1,host,homo,55.2,0,0.000533049,0,0.000533049,0,0.000533049,0.001066098,0,0,0,0.069829424,0.001066098,0.001066098,0,0.000533049,0.001599147,0.001599147,0.029317697,0.031982942,0.000533049,0,0,0,0,0.015991471,0.0554371,0,0,0,0.000533049,0.054371002,0.000533049,0,0.044776119,0.002132196,0,0.024520256,0.055970149,0.078891258,0.022921109,0,0,0,0,0.022921109,0,0.314498934,0.004797441,0.062899787,0.000533049,0,0.000533049,0.000533049,0.074093817,0.015991471,0,0,0.006929638
GCA_008422705.1,host,homo,55,0,0.000527426,0,0.000527426,0,0.000527426,0.001054852,0,0,0,0.068037975,0.001054852,0.001582278,0,0.000527426,0.001582278,0.001582278,0.030063291,0.033227848,0.000527426,0,0,0,0,0.015822785,0.055379747,0,0,0,0.000527426,0.055907173,0.000527426,0,0.043248945,0.002637131,0,0.023734177,0.055907173,0.07964135,0.023206751,0,0,0,0,0.022679325,0,0.315400844,0.004746835,0.064345992,0.000527426,0,0.000527426,0.000527426,0.071202532,0.015822785,0,0,0.00685654
GCA_008422715.1,host,homo,55.2,0,0.000533049,0,0.000533049,0,0.000533049,0.001066098,0,0,0,0.069296375,0.001066098,0.001066098,0,0.000533049,0.001599147,0.001599147,0.030916844,0.031449893,0.000533049,0,0,0,0,0.015991471,0.054904051,0,0,0,0.000533049,0.057036247,0.000533049,0,0.042643923,0.002665245,0,0.024520256,0.056503198,0.079957356,0.022921109,0,0,0,0,0.023454158,0,0.313965885,0.004797441,0.063432836,0.000533049,0,0.000533049,0,0.071428571,0.015991471,0,0,0.006929638
GCA_008422765.1,host,homo,55.1,0,0.000532481,0,0.000532481,0,0.000532481,0.001064963,0,0,0,0.069222577,0.001064963,0.001064963,0,0.000532481,0.001597444,0.001597444,0.030351438,0.031948882,0.000532481,0,0,0,0,0.015974441,0.056443024,0,0,0,0.000532481,0.056443024,0.000532481,0,0.044195953,0.003194888,0,0.02342918,0.056443024,0.080404686,0.022896699,0,0,0,0,0.021831736,0,0.313099042,0.004792332,0.062832801,0.000532481,0,0.000532481,0.000532481,0.072417465,0.01544196,0,0,0.006922258
GCA_008422775.1,host,homo,55.2,0,0.000532481,0,0.000532481,0,0.000532481,0.001064963,0,0,0,0.068690096,0.001064963,0.001064963,0,0.000532481,0.001597444,0.001597444,0.030351438,0.031948882,0.000532481,0,0,0,0,0.015974441,0.056443024,0,0,0,0.000532481,0.056443024,0.000532481,0,0.044728435,0.003194888,0,0.023961661,0.056443024,0.080404686,0.022896699,0,0,0,0,0.021831736,0,0.312034079,0.004792332,0.062832801,0.000532481,0,0.000532481,0.000532481,0.072417465,0.015974441,0,0,0.006922258
GCA_008422795.1,host,homo,55.2,0,0.000532198,0,0.000532198,0,0.000532198,0.001064396,0,0,0,0.068653539,0.001064396,0.001064396,0,0.000532198,0.001596594,0.001596594,0.029803087,0.033528473,0.000532198,0,0,0,0,0.015965939,0.055880788,0,0,0,0.000532198,0.055880788,0.000532198,0,0.042575838,0.003193188,0,0.024481107,0.055880788,0.080361895,0.022884513,0,0,0,0,0.023948909,0,0.311335817,0.004789782,0.063331559,0.000532198,0,0.000532198,0.000532198,0.073443321,0.015433741,0,0,0.006918574
GCA_008422805.1,host,homo,55.2,0,0.000532481,0,0.000532481,0,0.000532481,0.001064963,0,0,0,0.068690096,0.001064963,0.001064963,0,0.000532481,0.001597444,0.001597444,0.029818956,0.033546326,0.000532481,0,0,0,0,0.015974441,0.055910543,0,0,0,0.000532481,0.056443024,0.000532481,0,0.042598509,0.003194888,0,0.024494143,0.055910543,0.080404686,0.022364217,0,0,0,0,0.023961661,0,0.309904153,0.004792332,0.063365282,0.000532481,0,0.000532481,0.000532481,0.074014909,0.015974441,0,0,0.006922258
GCA_008422815.1,host,homo,55.2,0,0.000532481,0,0.000532481,0,0.000532481,0.001064963,0,0,0,0.069222577,0.001064963,0.001064963,0,0.000532481,0.001597444,0.001597444,0.029818956,0.031948882,0.000532481,0,0,0,0,0.015974441,0.056443024,0,0,0,0.000532481,0.056443024,0.000532481,0,0.044195953,0.002662407,0,0.023961661,0.055910543,0.080404686,0.02342918,0,0,0,0,0.022364217,0,0.31256656,0.004792332,0.062832801,0.000532481,0,0.000532481,0.000532481,0.072417465,0.015974441,0,0,0.006922258
GCA_008422865.1,host,homo,55.2,0,0.000531632,0,0.000531632,0,0.000531632,0.001063264,0,0,0,0.070707071,0.001063264,0.001063264,0,0.000531632,0.001594896,0.001594896,0.031366295,0.033492823,0.000531632,0,0,0,0,0.015417331,0.055821372,0,0,0,0.000531632,0.056353004,0.000531632,0,0.042530569,0.003189793,0,0.022860181,0.056353004,0.079213184,0.022860181,0,0,0,0,0.024455077,0,0.311536417,0.004784689,0.061669325,0.000531632,0,0.000531632,0.000531632,0.073365231,0.015417331,0,0,0.006911217
GCA_008422875.1,host,homo,55.1,0,0.000531632,0,0.000531632,0,0.000531632,0.001063264,0,0,0,0.069112174,0.001063264,0.001063264,0,0.000531632,0.001594896,0.001594896,0.031366295,0.033492823,0.000531632,0,0,0,0,0.014354067,0.056353004,0,0,0,0.000531632,0.055821372,0.000531632,0,0.044125465,0.003721425,0,0.023923445,0.055821372,0.079744817,0.022328549,0,0,0,0,0.023923445,0,0.312599681,0.004784689,0.062200957,0.000531632,0,0.000531632,0.000531632,0.072301967,0.015417331,0,0,0.006911217
GCA_008422885.1,host,homo,55,0,0.000502765,0,0.000502765,0,0.000502765,0.00100553,0,0,0,0.070889894,0.00100553,0.00100553,0,0.000502765,0.001508296,0.001508296,0.029160382,0.030668678,0.000502765,0,0,0,0,0.014580191,0.053795877,0,0,0,0.000502765,0.053293112,0.000502765,0,0.041729512,0.003016591,0,0.022624434,0.053795877,0.076420312,0.022121669,0,0,0,0,0.022121669,0,0.32629462,0.004524887,0.068878834,0.000502765,0,0.000502765,0.000502765,0.07239819,0.015585721,0,0,0.007038713
GCA_008422895.1,host,homo,55.2,0,0.000532765,0,0.000532765,0,0.000532765,0.00106553,0,0,0,0.071390517,0.00106553,0.00106553,0,0.000532765,0.001598295,0.001598295,0.030900373,0.033031433,0.000532765,0,0,0,0,0.015982952,0.05594033,0,0,0,0.000532765,0.0548748,0.000532765,0,0.042088439,0.00319659,0,0.023974427,0.05594033,0.079914758,0.022376132,0,0,0,0,0.023974427,0,0.310602025,0.004794885,0.062866276,0.000532765,0,0.000532765,0.000532765,0.074054342,0.015450186,0,0,0.006925946
GCA_008422925.1,host,homo,55.2,0,0.000532765,0,0.000532765,0,0.000532765,0.00106553,0,0,0,0.068193926,0.00106553,0.00106553,0,0.000532765,0.001598295,0.001598295,0.029834843,0.031965903,0.000532765,0,0,0,0,0.015982952,0.05594033,0,0,0,0.000532765,0.056473095,0.000532765,0,0.042621204,0.00319659,0,0.024507192,0.056473095,0.079381993,0.022376132,0,0,0,0,0.023974427,0,0.312733085,0.004794885,0.063399041,0.000532765,0,0.000532765,0.000532765,0.073521577,0.015982952,0,0,0.006925946
GCA_008422965.1,host,homo,55.2,0,0.000532198,0,0.000532198,0,0.000532198,0.001064396,0,0,0,0.068653539,0.001064396,0.001064396,0,0.000532198,0.001596594,0.001596594,0.030335285,0.033528473,0.000532198,0,0,0,0,0.015965939,0.055880788,0,0,0,0.000532198,0.056412986,0.000532198,0,0.042575838,0.003193188,0,0.024481107,0.056412986,0.080361895,0.022352315,0,0,0,0,0.023948909,0,0.309207025,0.004789782,0.063331559,0.000532198,0,0.000532198,0.000532198,0.073975519,0.015965939,0,0,0.006918574
GCA_008422985.1,host,homo,55.1,0,0.000532481,0,0.000532481,0,0.000532481,0.001064963,0,0,0,0.068690096,0.001064963,0.001064963,0,0.000532481,0.001597444,0.001597444,0.030351438,0.034078807,0.000532481,0,0,0,0,0.015974441,0.055910543,0,0,0,0.000532481,0.056443024,0.000532481,0,0.043663472,0.003194888,0,0.023961661,0.055910543,0.080404686,0.022896699,0,0,0,0,0.022364217,0,0.312034079,0.004792332,0.062832801,0.000532481,0,0.000532481,0.000532481,0.072417465,0.01544196,0,0,0.006922258
